SaleAmount_2024,Total Enrollment
618962,23907
574676,24639
279600,21446
516207,23883
282469,20794
263976,14382
334154,22071
211687,20448
148855,17662
573526,26149
264532,16985
441737,25018
1447215,26149
415145,21691
205860,20025
495619,16889
794289,22534
862371,22534
87952,17444
51719,17168
448389,25642
1334901,17662
609963,19789
251922,26149
238976,23907
273177,22813
498485,26149
218395,23883
209158,16179
278158,17444
389413,23907
380564,26149
158187,20448
562278,22071
509450,25018
426775,24297
189671,17662
561006,24391
148567,19867
209837,17034
247614,19724
204355,16179
202171,22371
208335,19711
480818,15179
303630,22071
585654,25018
267421,22813
178535,20810
232292,23464
299203,24391
128839,25018
513090,9735
262352,24639
661043,26026
552171,25018
115127,25642
382650,24360
233033,24391
169728,16420
342399,22371
311495,24360
405919,22534
65820,9011
330594,15529
271064,22813
412033,25642
153439,21446
480180,17662
574676,24639
385924,26149
27358,20262
216740,17034
296906,24360
281265,22813
150140,16985
163961,20810
383787,23464
156949,16531
158765,20448
172046,16420
225449,23907
276085,25018
72885,16889
235447,21536
446623,24639
420000,26470
185659,17168
1096876,22534
310080,21133
274479,23898
191085,23464
517416,25642
491628,24297
17239,17168
544636,26026
315500,26470
435728,24360
614863,23907
409511,22813
143963,22371
279892,22534
585895,25018
368406,25642
173198,20448
332323,26149
307431,23907
385954,20262
430918,23464
223959,24360
196056,23898
366378,21446
699268,23898
120045,17662
430851,23464
116260,19867
131610,16446
574676,24639
178687,23883
317802,23464
444869,21691
390236,21691
437253,24639
30012,12907
690762,25642
188283,24297
617322,23907
204682,24355
238533,14382
374972,21536
265693,21691
330850,24391
981266,23907
317701,12351
144190,26149
199262,24639
31393,21536
321603,26149
56681,21536
570000,26470
235391,20794
192408,9735
310198,23464
290163,23898
315163,22371
715000,26470
167362,24297
505749,25944
331303,23732
179701,17444
177040,20025
136798,24639
458820,26149
159124,20794
391897,21691
502329,21133
184140,10852
659960,19789
208506,21446
149222,9011
484745,25642
187479,21691
206709,23898
288248,19724
522825,23883
373527,22371
134214,14382
150595,17444
770873,21536
216043,19711
131169,20810
109267,17034
31267,20262
263821,19867
145628,21536
348296,26149
378536,24639
1286951,21691
279049,21536
122084,21536
246661,17168
450722,22813
147847,25642
571139,23907
481813,25944
171425,19724
360155,12907
552197,22371
174361,21691
244867,23883
341974,21133
258596,17168
266385,24297
298286,20448
242445,21691
291672,24355
968618,22813
150298,20810
160149,16985
452739,16531
498018,22071
191321,16985
282469,20794
424446,21691
108040,17662
635844,24360
236756,24360
778181,22371
291467,22813
18109,16531
157505,16379
225975,20794
645015,24391
112987,20794
117943,23732
694616,26026
335187,22813
222404,22371
154976,12351
141682,17606
334248,19867
36238,22813
242092,21446
351935,24360
271693,15903
65141,20262
141110,25018
139468,19724
236575,23898
165511,21536
397645,21536
430211,25642
610420,21536
380998,23732
110817,21446
344805,24639
305829,15179
466612,17034
377495,25642
244270,19711
257041,22071
233973,16446
314075,23732
1082450,22371
115107,16985
267032,22534
231802,23907
200187,16985
355924,24639
213081,24360
280104,23907
595000,26470
352346,24355
428000,26470
78482,21536
480738,21691
246351,16889
220198,17444
220599,21133
340091,21536
225286,23732
575000,26470
242160,15529
224484,17662
169689,19789
491884,20810
622545,22371
152032,19867
201687,21446
132548,21536
293584,24639
347407,19711
633062,26026
451500,26026
185305,23883
499315,25944
653330,23732
400927,7873
164515,17444
296534,22534
512745,22534
622545,22371
175130,20794
302989,23464
201215,17444
293513,25642
391284,26149
157300,12351
89430,19867
125087,20448
453120,24391
13113,24391
233907,22071
110440,17034
310478,16420
19047,19724
364188,22371
423331,25018
49817,21691
131084,17606
198931,26149
175658,19724
340409,22534
129506,20262
124019,17444
373371,22371
1512933,22534
224092,20794
324669,23898
291701,16985
981905,24391
124509,22371
451615,21691
463824,23732
337031,20810
129804,23907
496983,17034
160820,25018
423677,13732
643447,25944
209529,19711
209529,17168
133250,17662
310450,24639
433757,22071
291546,23732
407768,17606
290943,20794
229164,17034
832113,22534
141103,16531
159967,16531
205490,26026
159990,19789
252130,22371
265981,20810
310080,21133
575513,25642
205620,16452
275656,21691
203767,21133
543275,25944
75951,21536
208579,24391
217129,19711
185659,17168
639645,23464
727090,24639
165661,17034
150064,12907
132348,17168
271693,15903
85865,24360
573952,24391
93697,24639
157567,12907
317530,20448
1060296,22071
160493,9011
356443,26149
150904,19711
463824,23732
539967,19789
170128,26149
22395,24360
432820,23883
102845,19867
360021,23883
265057,17034
150143,16889
159574,23464
626215,24297
400927,22534
253068,20262
1457,16889
282724,16179
244883,20448
107199,21133
244274,20262
99837,20794
25732,20025
542707,26026
247764,20810
162138,16420
233028,22813
120730,16531
484028,22371
250841,23464
405853,25642
210078,17662
78474,16531
1524414,21691
244070,24297
403521,21691
290778,22071
268111,24360
291249,16889
348722,21691
332116,21691
291194,23883
182773,16452
219375,22534
141421,19867
583908,25642
328641,12907
363992,23883
451774,22813
104643,21536
393615,26026
144432,16379
345230,20810
222218,19724
500021,25018
134214,14382
231538,26026
429923,20262
204088,12907
239681,15529
124873,20262
342977,24360
238249,23883
126707,17606
211052,25018
485585,22371
343789,16179
22357,19867
363452,23907
303490,22371
496364,23464
195260,23464
257384,19789
290842,16446
165083,21133
155441,26149
451345,22371
356049,24639
267674,25944
392122,21446
393594,22071
689141,21691
550279,22813
188148,26149
223465,19867
1876317,20448
408087,26026
286709,10852
573058,26026
1661617,26149
125705,23907
259468,22534
570239,17168
318114,25642
234780,20448
322442,20262
219228,21536
388389,24391
138891,24355
163601,25642
190793,24355
291490,24297
544116,26026
414673,16985
217067,26026
158688,16420
270807,22371
865000,26470
484745,25642
145628,21536
351181,23732
306025,21446
511054,23898
94264,21133
390806,23898
441649,20262
228095,17168
273970,16985
139269,25018
181554,23732
83211,22534
556589,23732
167683,19867
101609,20448
269827,25018
306356,23464
147561,19867
236833,20810
689110,23732
556946,20262
323493,23898
176317,15529
328415,25642
34984,16889
434445,24297
300280,16985
207572,21691
197418,17444
224675,21133
166557,21133
430693,25018
312057,22813
289171,22071
235934,16985
218063,9735
151122,19711
167192,19724
224618,17606
248572,20794
218932,17444
312117,17662
81981,23907
112366,20262
290435,21691
328463,24355
155341,19724
434135,26026
165940,13732
270693,17606
514497,21536
217942,21133
63102,21691
284352,20794
220868,25018
170487,21446
283624,16464
492581,23732
1876317,20448
144991,19789
109993,19789
319228,22534
31557,9011
130954,12351
191071,24391
264581,22371
125523,20025
280145,22371
372139,17662
265227,17168
150788,16452
120730,16531
410736,24297
334617,22371
202870,9011
527928,23907
121626,19867
161594,23464
241851,23732
20998,19789
492581,23732
152848,20810
978121,25944
93816,21536
68396,20262
327799,21133
290323,25944
189876,22371
442116,24297
453274,24297
141395,23464
364125,23883
375602,22813
245498,19724
108435,19867
550000,26470
114237,17034
125328,9011
311419,26026
990260,22813
400593,24355
97709,20262
1279290,23464
179679,19724
296050,16464
121909,21536
251378,16379
48041,19724
385255,21691
96036,17662
372507,23898
638905,24639
184748,22071
259175,17606
919249,26149
163821,13732
206985,16420
305547,21691
182591,7873
275698,25642
514065,22534
552906,17606
307682,25018
428430,21691
160112,17606
165318,23883
480920,22813
281371,12907
165500,20448
331950,21691
190918,15529
230890,9735
11639,19724
591002,26026
240642,15903
320492,21691
389008,25642
574594,19867
162723,16985
30233,17034
152780,16379
303578,16420
178726,7873
389090,22371
116944,21133
165425,24391
250969,21536
947268,22813
250784,19711
141099,9735
230158,21446
225033,20794
415640,23898
405809,23907
201930,19711
257047,20794
276698,14382
324284,23883
110292,22534
732229,16531
160139,17034
122004,17168
197084,24360
192072,17662
873870,22534
193435,16452
198155,15179
201246,13732
567269,26026
187298,19724
126981,19724
968618,22813
453728,22534
314334,24355
1183943,25944
214333,24391
167823,17662
435625,22371
280111,21446
309069,26026
1028871,23907
504518,20810
553168,24297
243436,16889
334947,16464
368114,25018
437482,25642
524641,22813
370668,22534
153990,19789
490818,25018
464470,22534
136197,20810
580407,20448
189050,25642
539068,22813
186511,25018
453972,19789
465887,22071
30372,17444
1393643,25642
706886,24355
494167,25944
293412,25944
468469,26149
418406,24297
258120,21536
216546,26149
172923,20025
254692,26026
874401,22813
219375,22534
185633,8597
367293,24639
156335,20262
481002,25018
163262,16889
308412,21446
84511,16531
263487,19724
124404,17606
378233,22534
227537,17444
389499,23898
351181,23732
204040,20810
182397,24639
290847,25642
239000,26470
100198,20810
193394,19867
272066,16452
372638,16179
146599,16452
523217,21536
249836,21133
194023,23907
190382,26026
510000,26470
298233,21536
177197,16464
692474,19789
166396,21446
623284,17168
402569,23898
730542,23464
100070,20448
203989,20448
296649,21446
320131,20794
321143,25642
107947,22534
359567,23883
348672,24297
926035,22371
205159,23883
295021,22534
259285,24360
247557,24297
291672,24355
443563,22371
782942,22534
266118,24391
747262,21691
178861,19867
301300,20794
389689,24360
410879,22371
583635,22371
236820,25018
145259,19711
257326,20025
154861,23464
242816,16179
124245,17034
862371,22534
239828,20025
266474,23883
336658,21133
332116,21691
215639,15179
312972,25944
366887,25018
160355,21133
116399,19724
188262,21133
376763,24391
89102,16452
410000,26470
211916,17168
520962,26026
256799,22371
217486,17168
260550,25642
428484,25018
331459,24360
125916,16420
397082,23883
133991,19789
1367994,22534
318362,23907
383597,21446
168515,20810
260481,26026
190177,16985
175385,17662
25396,19724
223339,21446
288494,16179
510264,22813
580734,24360
133578,14382
1524414,21691
372649,23732
160428,15903
324817,24639
216176,24297
257047,20794
304783,25642
204416,15903
415145,21691
505618,23883
486,16889
157043,16420
220890,23898
259313,16464
10000,26470
213665,22071
430211,25642
310000,26470
254631,22071
153175,15529
86948,7873
233557,24360
40381,10852
138558,20448
121488,17444
159542,20025
463824,23732
87415,16446
313563,23883
156504,19867
496864,25642
353072,25944
30785,9735
79091,20794
268092,15179
304468,20025
65909,20794
148476,20810
454762,22071
95031,24355
308376,23464
419229,21446
226613,24355
178726,7873
482316,22371
127247,17662
327882,21536
194706,23907
122686,16985
171312,9011
173904,22071
536945,22371
290650,19867
115107,21536
387157,24639
175928,23898
754953,22534
445916,24355
764698,22071
186368,17034
269827,25018
260101,23898
262320,22813
499718,24639
160347,16889
1059289,26026
211687,20448
64883,17034
115930,7873
320266,19711
370668,22534
212394,23898
215563,17168
375739,24355
177967,17168
431819,26026
454448,25642
177627,23907
24020,19724
177170,17444
48041,19724
377054,23464
89636,20794
408397,25642
169915,23898
283712,26026
388085,24360
392041,25018
307155,23898
399775,24639
195117,24297
467115,24360
160718,10852
539900,25018
196327,25018
785000,26470
220396,15529
339831,23898
262201,24297
273919,22371
441790,22071
111364,17444
407993,25018
296041,20810
200428,17606
499029,26026
285708,19724
165083,21133
198920,17168
378907,22813
605458,25944
236313,25642
14573,22813
435781,22371
344186,25018
240642,15903
204954,23907
390464,23883
195549,21446
350941,23898
812097,12907
3,16531
163779,20810
396261,19711
205633,22071
92435,21536
283634,26026
234503,20262
220880,8597
476499,23883
233298,22371
174924,14382
780810,24639
303712,17034
257379,25944
205758,22534
138956,20025
383692,21536
283084,16464
269173,23907
367890,22071
239157,20794
326381,21133
119247,21133
578664,25642
333327,19724
266118,24391
165076,19724
589719,23732
118762,25642
174900,20262
428804,26149
201995,21133
589606,26149
214207,16379
369843,26149
162481,16446
211278,16531
185274,20025
465161,12351
423469,22534
90178,20810
276085,25018
143333,24360
376250,26026
346055,24639
199987,19789
251544,25018
200566,21536
106091,17168
348672,24297
730838,24639
496353,23883
239204,21133
341403,26026
744651,25642
325318,22071
236264,23883
549904,26026
203046,16985
364497,21691
149796,19867
106394,9011
128342,15903
193245,19711
546725,26149
215086,23883
409365,24355
491890,23907
784226,23898
99934,21536
499109,24360
1286951,21691
108131,21536
714296,26026
152848,20810
154976,12351
451500,26026
148685,16889
204209,16464
402288,22534
46624,15179
330086,22813
486311,24360
267421,22813
305436,22371
202870,9011
44998,20810
253229,20810
221124,22813
146599,16452
272946,22071
843915,21446
295399,20448
230259,22813
271340,23883
564364,25642
2,17662
393855,25642
466347,22813
96164,16179
713646,23898
144914,21446
443946,23732
612922,26149
154976,12351
298552,20262
221159,19724
214207,16379
492710,21446
163963,23907
348672,24297
171963,17606
154197,16379
452240,20448
338710,25944
145300,21691
273310,24391
538023,24355
683243,22371
377348,26149
418573,21536
668740,25018
122138,16889
183750,24297
157300,12351
270505,7873
368902,19867
158657,26149
583635,22371
301043,21133
350695,20810
237348,24391
522115,22071
741832,24639
836813,24297
147201,17168
457855,22071
378209,24355
932556,25018
354078,17168
154852,20810
196597,20025
780210,24360
160650,22071
199887,24639
420825,22071
359829,24297
138891,24355
248212,23732
394988,24360
472035,22534
159786,8597
116232,12351
236989,21133
691133,17606
11389,17444
208398,17662
190195,20810
175494,24391
285637,22813
418254,23898
201743,20025
1204704,24355
154429,16985
283634,26026
315617,17606
63092,23883
128635,17168
613523,25018
263637,20794
168624,23907
224388,20025
265783,21133
80797,23464
752500,26026
408700,22371
325454,23898
486311,24360
209127,23898
678550,22534
222972,22813
111769,23464
110736,19711
194023,23907
465663,21536
207703,19867
157837,21536
231644,16985
325000,26470
248397,24355
244806,20794
352103,21691
248614,20810
355254,23907
340202,21133
249090,25018
548958,23898
266488,25642
241794,16452
182658,23883
302989,23464
89790,9735
405183,23898
509589,23883
287330,9735
403666,25018
162113,19724
233400,17168
198122,23907
264545,19724
348306,21446
664954,20810
157755,21691
107317,19867
208555,17444
90223,23464
343556,24639
237432,21133
184560,19711
203893,17168
119561,21691
453879,22534
453879,22534
371970,21691
702880,25642
260000,26470
947607,23898
186551,20810
722730,25018
352427,24391
331534,17168
250579,16889
395000,26470
383993,15903
423444,26149
185305,23883
82055,14382
271872,24391
490818,25018
125895,23732
351935,24360
397395,22813
194096,23898
279741,22534
649022,23907
304799,23732
166106,20262
730857,19711
382038,26026
189392,20025
202221,23907
519234,23898
604160,24391
404925,25018
605622,23732
51190,24360
373631,21691
