ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024
160129360,174500,2011/05/20 04:00:00+00,2,1966.0,834.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,243373
160129360,220000,2020/08/25 04:00:00+00,2,1966.0,834.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,266609
160129360,250000,2021/06/21 04:00:00+00,2,1966.0,834.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,289423
160129360,179900,2006/08/30 04:00:00+00,2,1966.0,834.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160129370,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129380,134900,2006/08/29 04:00:00+00,1,1966.0,541.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,209953
160129390,169900,2007/03/30 04:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,257047
160129401,201000,2018/06/01 04:00:00+00,2,1966.0,813.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,251108
160129401,199900,2007/08/01 04:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,302435
160129410,146000,2012/01/18 05:00:00+00,2,1966.0,813.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,199488
160129410,169900,2006/07/28 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160129420,184900,2006/06/19 04:00:00+00,2,1966.0,825.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,287771
160129420,184000,2014/05/30 04:00:00+00,2,1966.0,825.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,243839
160129430,150000,2020/01/31 05:00:00+00,1,1966.0,603.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,181779
160129430,139000,2009/07/01 04:00:00+00,1,1966.0,603.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,203220
160129430,139900,2006/05/23 04:00:00+00,1,1966.0,603.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129440,139900,2006/09/08 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129440,235000,2024/06/21 04:00:00+00,1,1966.0,604.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,235000
160129450,275000,2023/10/13 04:00:00+00,2,1966.0,826.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,283116
160129450,169900,2006/11/30 05:00:00+00,2,1966.0,826.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160129460,161000,2017/07/10 04:00:00+00,2,1966.0,812.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,206042
160129460,162400,2006/12/27 05:00:00+00,2,1966.0,812.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,252753
160129470,281700,2024/07/01 04:00:00+00,2,1966.0,819.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,281700
160129470,226000,2020/08/14 04:00:00+00,2,1966.0,819.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,273881
160129470,190000,2008/12/19 05:00:00+00,2,1966.0,819.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,276893
160129480,165000,2007/08/02 04:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,249633
160129490,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129500,1080000,2008/09/19 04:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,1573923
160129501,96000,2015/08/26 04:00:00+00,1,1966.0,541.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,127066
160129501,177500,2021/08/23 04:00:00+00,1,1966.0,541.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,205490
160129501,159028,2015/05/19 04:00:00+00,1,1966.0,541.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,210491
160129501,139900,2007/07/10 04:00:00+00,1,1966.0,541.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,211659
160129510,250000,2024/06/24 04:00:00+00,2,1966.0,830.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,250000
160129510,174900,2007/07/27 04:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,264611
160129520,164900,2006/10/17 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,256644
160129520,192500,2016/12/13 05:00:00+00,2,1966.0,813.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,251606
160129530,189000,2008/12/04 05:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,275436
160129530,175000,2014/01/31 05:00:00+00,2,1966.0,813.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,231912
160129540,291000,2023/02/17 05:00:00+00,2,1966.0,825.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,299589
160129540,181900,2007/02/15 05:00:00+00,2,1966.0,825.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,275202
160129550,180000,2021/07/02 04:00:00+00,1,1966.0,604.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,208384
160129550,624600,2006/04/04 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,972104
160129560,10000,2024/04/11 04:00:00+00,1,1966.0,604.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,10000
160129560,150253,2006/05/08 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,233848
160129560,234000,2024/05/28 04:00:00+00,1,1966.0,604.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,234000
160129570,184900,2006/12/11 05:00:00+00,2,1966.0,826.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,287771
160129580,186500,2009/08/24 04:00:00+00,2,1966.0,813.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,272666
160129580,233000,2021/09/17 04:00:00+00,2,1966.0,813.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,269742
160129590,146062,2010/09/07 04:00:00+00,2,1966.0,813.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,210107
160129590,211750,2018/12/07 05:00:00+00,2,1966.0,813.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,264538
160129590,180400,2007/01/23 05:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,272933
160129590,135000,2010/10/22 04:00:00+00,2,1966.0,813.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,194194
160129600,1080000,2008/09/19 04:00:00+00,2,1966.0,840.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,1573923
160129601,168000,2013/08/08 04:00:00+00,2,1966.0,830.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,226232
160129601,174500,2006/08/08 04:00:00+00,2,1966.0,830.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,271585
160129601,215000,2019/03/08 05:00:00+00,2,1966.0,830.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,263815
160129610,112280,2010/09/17 04:00:00+00,1,1966.0,486.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,161512
160129610,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129620,137900,2007/05/22 04:00:00+00,1,1966.0,541.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,208633
160129630,179900,2007/05/01 04:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,272176
160129640,174503,2006/08/02 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,271589
160129640,135000,2014/04/17 04:00:00+00,2,1966.0,813.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,178903
160129640,150000,2016/09/02 04:00:00+00,2,1966.0,813.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,196056
160129650,177000,2007/01/23 05:00:00+00,2,1966.0,812.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,267789
160129650,190000,2017/09/15 04:00:00+00,2,1966.0,812.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,243155
160129660,214900,2006/08/28 04:00:00+00,3,1966.0,1012.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,334462
160129660,224000,2010/11/01 04:00:00+00,3,1966.0,1012.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,322219
160129670,904200,2007/07/19 04:00:00+00,1,1966.0,407.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129680,90000,2007/03/29 04:00:00+00,1,1966.0,407.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,136163
160129680,170000,2023/03/08 05:00:00+00,1,1966.0,407.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,175017
160129690,244900,2006/05/02 04:00:00+00,3,1966.0,1013.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,381153
160129690,195000,2012/11/26 05:00:00+00,3,1966.0,1013.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,266440
160129690,285000,2017/05/01 04:00:00+00,3,1966.0,1013.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,364733
160129701,210000,2021/01/29 05:00:00+00,2,1966.0,813.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,243115
160129701,173000,2006/09/18 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,269250
160129710,141404,2010/03/05 05:00:00+00,2,1966.0,813.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,203406
160129710,167000,2007/03/01 05:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,252659
160129710,149000,2010/08/02 04:00:00+00,2,1966.0,813.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,214333
160129720,166000,2006/08/31 04:00:00+00,2,1966.0,834.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,258356
160129720,136000,2017/02/21 05:00:00+00,2,1966.0,834.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,174048
160129730,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129740,127000,2016/07/15 04:00:00+00,1,1966.0,541.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,165994
160129740,140000,2020/07/28 04:00:00+00,1,1966.0,541.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,169660
160129740,144900,2006/08/31 04:00:00+00,1,1966.0,541.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,225516
160129750,229000,2020/11/04 05:00:00+00,2,1966.0,830.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,277516
160129750,174900,2007/03/23 04:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,264611
160129760,624600,2006/04/04 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,972104
160129760,220000,2021/05/26 04:00:00+00,2,1966.0,813.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,254692
160129770,192900,2007/11/30 05:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,291844
160129780,239900,2006/07/06 04:00:00+00,3,1966.0,1012.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,373371
160129780,295000,2007/10/25 04:00:00+00,3,1966.0,1012.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,446315
160129780,245000,2015/05/29 04:00:00+00,3,1966.0,1012.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,324284
160129790,99900,2007/08/29 04:00:00+00,1,1966.0,406.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,151142
160129790,92000,2012/04/30 04:00:00+00,1,1966.0,406.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,125705
160129790,109500,2018/10/19 04:00:00+00,1,1966.0,406.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,136798
160129800,111453,2006/10/30 04:00:00+00,1,1966.0,403.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,173461
160129800,144900,2021/07/19 04:00:00+00,1,1966.0,403.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,167749
160129801,104900,2007/08/15 04:00:00+00,1,1966.0,407.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,158706
160129801,96500,2015/07/01 04:00:00+00,1,1966.0,407.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,127728
160129810,295000,2007/08/08 04:00:00+00,3,1966.0,1012.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,446315
160129810,275000,2016/06/30 04:00:00+00,3,1966.0,1012.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,359437
160129810,285000,2009/09/17 04:00:00+00,3,1966.0,1012.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,416675
160129810,239900,2006/07/06 04:00:00+00,3,1966.0,1012.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,373371
160129820,212000,2017/06/30 04:00:00+00,2,1966.0,821.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,271310
160129820,209900,2007/08/10 04:00:00+00,2,1966.0,821.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,317564
160129830,240000,2020/12/21 05:00:00+00,2,1966.0,821.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,290847
160129830,194900,2006/08/07 04:00:00+00,2,1966.0,821.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,303335
160129840,229000,2017/08/18 04:00:00+00,2,1966.0,834.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,293066
160129840,214900,2008/04/15 04:00:00+00,2,1966.0,834.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,313181
160129850,137501,2008/04/15 04:00:00+00,1,1966.0,486.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,200385
160129860,165000,2007/10/18 04:00:00+00,1,1966.0,541.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,249633
160129870,197000,2008/12/05 05:00:00+00,2,1966.0,830.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,287095
160129880,214900,2008/05/27 04:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,313181
160129880,219000,2018/06/28 04:00:00+00,2,1966.0,813.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,273596
160129890,172000,2012/06/05 04:00:00+00,2,1966.0,813.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,235014
160129890,215000,2007/05/25 04:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,325280
160129900,179900,2006/06/29 04:00:00+00,2,1966.0,826.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160129901,244400,2007/05/03 04:00:00+00,3,1966.0,1012.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,369760
160129901,258500,2018/11/08 05:00:00+00,3,1966.0,1012.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,322943
160129910,104900,2007/05/16 04:00:00+00,1,1966.0,407.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,158706
160129910,214000,2023/07/18 04:00:00+00,1,1966.0,407.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,220316
160129920,904200,2007/07/19 04:00:00+00,2,1966.0,407.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129930,214900,2006/04/21 04:00:00+00,2,1966.0,1012.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,334462
160129940,352826,2019/08/12 04:00:00+00,2,1966.0,813.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,432934
160129940,214000,2010/04/14 04:00:00+00,2,1966.0,813.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,307834
160129950,155000,2012/06/04 04:00:00+00,2,1966.0,821.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,211786
160129950,195000,2007/02/09 05:00:00+00,2,1966.0,821.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,295021
160129960,250000,2021/03/24 04:00:00+00,2,1966.0,830.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,289423
160129960,186500,2010/07/07 04:00:00+00,2,1966.0,830.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,268276
160129960,194900,2006/10/30 04:00:00+00,2,1966.0,830.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,303335
160129970,137500,2008/10/02 04:00:00+00,1,1966.0,486.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,200383
160129970,122000,2016/07/29 04:00:00+00,1,1966.0,486.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,159459
160129980,235000,2023/05/11 04:00:00+00,1,1966.0,541.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,241936
160129980,122000,2013/06/26 04:00:00+00,1,1966.0,541.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,164287
160129980,159900,2006/11/16 05:00:00+00,1,1966.0,541.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,248862
160129980,115000,2013/06/15 04:00:00+00,1,1966.0,541.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,154861
160129990,175000,2019/06/20 04:00:00+00,2,1966.0,830.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,214733
160129990,194900,2006/07/19 04:00:00+00,2,1966.0,830.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,303335
160129990,225000,2021/07/21 04:00:00+00,2,1966.0,830.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,260481
160129999,225000,2017/04/19 04:00:00+00,2,1966.0,812.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,287947
160129999,209000,2007/03/15 04:00:00+00,2,1966.0,812.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,316202
160129999,175000,2013/08/01 04:00:00+00,2,1966.0,812.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,235658
160129A00,369000,2021/10/12 04:00:00+00,3,1966.0,1553.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,427188
160129A00,345000,2008/03/07 05:00:00+00,3,1966.0,1553.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,502781
160129B00,102900,2007/03/30 04:00:00+00,1,1966.0,309.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,155680
160129E00,101898,2007/05/04 04:00:00+00,1,1966.0,309.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,154164
160129F00,275000,2008/12/19 05:00:00+00,3,1966.0,1553.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,400767
160129G00,1080000,2008/09/19 04:00:00+00,3,1966.0,1242.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,1573923
160129H00,410000,2024/05/20 04:00:00+00,2,1966.0,921.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,410000
160129H00,178000,2008/10/08 04:00:00+00,2,1966.0,921.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,259405
160129I00,317500,2019/04/08 04:00:00+00,2,1966.0,923.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,389587
160129I00,234430,2008/10/21 04:00:00+00,2,1966.0,923.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,341643
160129I00,320000,2016/02/19 05:00:00+00,2,1966.0,923.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,418254
160129J00,491250,2023/10/12 04:00:00+00,3,1966.0,1252.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,505749
160129J00,335000,2017/07/10 04:00:00+00,3,1966.0,1252.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,428722
160129J00,310000,2008/06/17 04:00:00+00,3,1966.0,1252.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,451774
160130100,167500,2008/09/08 04:00:00+00,2,1966.0,702.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,244103
160130101,241000,2022/02/10 05:00:00+00,2,1966.0,786.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,258354
160130101,179900,2007/11/15 05:00:00+00,2,1966.0,786.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,272176
160130101,157000,2010/08/09 04:00:00+00,2,1966.0,786.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,225841
160130110,140553,2008/01/23 05:00:00+00,2,1966.0,608.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,204832
160130110,328974,2019/08/12 04:00:00+00,2,1966.0,608.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,403666
160130110,172125,2022/08/03 04:00:00+00,2,1966.0,608.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,184519
160130120,140553,2008/01/23 05:00:00+00,2,1966.0,536.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,204832
160130120,165000,2022/09/29 04:00:00+00,2,1966.0,536.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,176881
160130120,352826,2019/08/12 04:00:00+00,2,1966.0,536.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,432934
160130130,139900,2007/11/21 05:00:00+00,2,1966.0,535.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,211659
160130130,154500,2021/09/24 04:00:00+00,2,1966.0,535.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,178863
160130140,124900,2018/03/02 05:00:00+00,1,1966.0,523.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,156037
160130140,110000,2009/07/29 04:00:00+00,1,1966.0,523.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,160822
160130140,200000,2023/08/16 04:00:00+00,1,1966.0,523.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,205903
160130150,164900,2008/05/09 04:00:00+00,2,1966.0,687.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,240314
160130150,265000,2024/04/19 04:00:00+00,2,1966.0,687.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,265000
160130150,159000,2017/08/14 04:00:00+00,2,1966.0,687.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,203482
160130160,169900,2007/10/26 04:00:00+00,2,1966.0,702.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,257047
160130170,149900,2007/12/12 05:00:00+00,1,1966.0,536.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,226788
160130170,132000,2018/06/04 04:00:00+00,1,1966.0,536.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,164907
160130180,125000,2017/05/11 04:00:00+00,2,1966.0,608.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,159970
160130180,147000,2008/08/05 04:00:00+00,2,1966.0,608.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,214228
160130190,180000,2018/04/10 04:00:00+00,2,1966.0,786.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,224873
160130190,210000,2021/12/03 05:00:00+00,2,1966.0,786.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,243115
160130190,179900,2006/09/08 04:00:00+00,2,1966.0,786.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160130200,169900,2008/04/28 04:00:00+00,2,1966.0,687.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,247601
160130200,190000,2021/02/10 05:00:00+00,2,1966.0,687.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,219961
