ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade
42B051000,530000,2013,4,1958.0,1844.0,B
42B051000,295800,2010,4,1958.0,1844.0,B
42B052000,100000,1980,4,1957.0,1432.0,B
42B052000,125000,1984,4,1957.0,1432.0,B
42B054000,22000,1964,3,1964.0,1107.0,C++
42B054000,322000,2006,3,1964.0,1107.0,C++
42B054000,247950,2005,3,1964.0,1107.0,C++
42B055000,307000,2012,4,1959.0,1514.0,C++
42B056000,270000,2006,4,1968.0,1144.0,C++
42B056000,36000,1971,4,1968.0,1144.0,C++
42B057000,5000,1966,4,1965.0,1756.0,C +
42B057000,95100,1987,4,1965.0,1756.0,C +
42B057000,359900,2019,4,1965.0,1756.0,C +
42B058000,106000,1989,4,1961.0,1248.0,C++
42B058000,413000,2021,4,1961.0,1248.0,C++
42B058000,68000,1980,4,1961.0,1248.0,C++
42B059000,90100,1983,4,1962.0,1479.0,B -
42B059000,312500,2013,4,1962.0,1479.0,B -
42B059000,94500,1986,4,1962.0,1479.0,B -
42B059000,450000,2019,4,1962.0,1479.0,B -
42B060000,25500,1967,3,1964.0,1371.0,C++
42B060000,400000,2020,3,1964.0,1371.0,C++
42B060000,297000,2008,3,1964.0,1371.0,C++
42B061000,105000,1992,3,1965.0,1563.0,C++
42B061000,104000,1988,3,1965.0,1563.0,C++
42B063000,39900,1976,2,1976.0,1278.0,C
42B063000,220000,2014,2,1976.0,1278.0,C
42B063000,288500,2020,2,1976.0,1278.0,C
42B064000,169900,2001,3,1968.0,2011.0,C++
42B064000,131000,1995,3,1968.0,2011.0,C++
42B065000,142750,1992,4,1965.0,1507.0,C++
42B065000,142500,1989,4,1965.0,1507.0,C++
42B066000,459000,2018,3,1968.0,1648.0,C++
42B066000,349900,2005,3,1968.0,1648.0,C++
42B066000,270000,2002,3,1968.0,1648.0,C++
42B066000,115500,1988,3,1968.0,1648.0,C++
42B066000,97500,1986,3,1968.0,1648.0,C++
42B068000,111000,1987,3,1976.0,1332.0,C++
42B068000,105500,1986,3,1976.0,1332.0,C++
42B068000,248600,2016,3,1976.0,1332.0,C++
42B068000,200000,2011,3,1976.0,1332.0,C++
42B069000,316500,2004,4,1979.0,1787.0,C++
42B069000,13500,1974,4,1979.0,1787.0,C++
42B071000,247000,2014,3,1972.0,1883.0,C +
42B071000,6800,1971,3,1972.0,1883.0,C +
42B072000,243000,2012,5,1966.0,1893.0,B +
42B072000,642500,2020,5,1966.0,1893.0,B +
42B072000,794125,2022,5,1966.0,1893.0,B +
42B072000,4500,1965,5,1966.0,1893.0,B +
42B073000,4500,1965,5,1965.0,2226.0,B +
42B073000,545000,2019,5,1965.0,2226.0,B +
42B074000,10500,2004,4,1966.0,3442.0,A
42B074000,112000,1983,4,1966.0,3442.0,A
42B074000,710000,2006,4,1966.0,3442.0,A
42B075000,295000,2005,3,1967.0,1585.0,C +
42B075000,5250,1967,3,1967.0,1585.0,C +
42B076000,180000,2001,3,1960.0,1696.0,C++
42B076000,122000,1993,3,1960.0,1696.0,C++
42B077000,336000,2007,3,1960.0,1677.0,C++
42B077000,129500,1997,3,1960.0,1677.0,C++
42B078000,30500,1969,4,1963.0,1473.0,C++
42B079000,49500,1977,4,1972.0,1431.0,C++
42B080000,298000,2009,4,1962.0,1479.0,C++
42B080000,33000,1971,4,1962.0,1479.0,C++
42B081000,16500,1979,3,1980.0,1432.0,C++
42B082000,333850,2010,4,1978.0,2002.0,B
42B082000,7500,1978,4,1978.0,2002.0,B
42B082000,113700,1993,4,1978.0,2002.0,B
42B082000,390000,2018,4,1978.0,2002.0,B
42B083000,140464,1991,4,1956.0,1566.0,C++
42B083000,49500,1975,4,1956.0,1566.0,C++
42B084000,25500,1967,3,1964.0,1653.0,C++
42B086000,26100,1966,3,1964.0,1695.0,B -
42B086000,237500,2002,3,1964.0,1695.0,B -
42B087000,305000,2007,4,1961.0,1713.0,B -
42B087000,5000,1960,4,1961.0,1713.0,B -
42B088000,192000,1996,4,1960.0,1512.0,B
42B088000,530000,2020,4,1960.0,1512.0,B
42B088000,385000,2009,4,1960.0,1512.0,B
42B088000,182500,1993,4,1960.0,1512.0,B
42B089000,60000,1973,4,1961.0,1624.0,C++
42B090000,91250,1986,3,1971.0,1407.0,B -
42B090000,86200,1983,3,1971.0,1407.0,B -
42B091000,389500,2007,4,1971.0,1260.0,C++
42B091000,92500,1987,4,1971.0,1260.0,C++
42B091000,86666,2004,4,1971.0,1260.0,C++
42B092000,252500,2016,3,1974.0,1300.0,C
42B092000,130000,2000,3,1974.0,1300.0,C
42B092000,105000,1989,3,1974.0,1300.0,C
42B092000,230000,2005,3,1974.0,1300.0,C
42B092000,68500,1979,3,1974.0,1300.0,C
42B093000,235000,2010,3,1974.0,1300.0,C
42B093000,60000,1979,3,1974.0,1300.0,C
42B093000,275500,2015,3,1974.0,1300.0,C
42B094000,96000,1984,3,1958.0,1734.0,C +
42B094000,90200,1982,3,1958.0,1734.0,C +
42B095000,49500,1976,4,1957.0,1809.0,C
42B096000,46250,1975,4,1974.0,1636.0,C +
42B096000,259100,2013,4,1974.0,1636.0,C +
42B097000,128500,1989,4,1966.0,1450.0,B -
42B097000,293000,2004,4,1966.0,1450.0,B -
42B098000,255000,2004,3,1959.0,1575.0,C +
42B098000,83509,1982,3,1959.0,1575.0,C +
42B099000,154000,1997,3,1957.0,1497.0,B -
42B100000,25500,1965,3,1962.0,1592.0,B -
42B100000,243100,2004,3,1962.0,1592.0,B -
42B101000,355000,2010,5,1959.0,2380.0,C
42B101000,432400,2017,5,1959.0,2380.0,C
42B101000,125000,1984,5,1959.0,2380.0,C
42B102000,46000,1974,4,1959.0,1518.0,B +
42B102000,400000,2014,4,1959.0,1518.0,B +
42B102000,550000,2019,4,1959.0,1518.0,B +
42B103000,136000,1994,3,1958.0,1561.0,C +
42B103000,272467,2015,3,1958.0,1561.0,C +
42B103000,311000,2016,3,1958.0,1561.0,C +
42B103000,249000,2004,3,1958.0,1561.0,C +
42B104000,250000,2015,3,1957.0,1680.0,B +
42B104000,56000,1979,3,1957.0,1680.0,B +
42B104000,110000,1991,3,1957.0,1680.0,B +
42B105000,125000,1993,4,1959.0,1836.0,C +
42B105000,74750,1982,4,1959.0,1836.0,C +
42B106000,41500,1974,3,1959.0,1128.0,C +
42B107000,260000,2012,3,1958.0,1269.0,B
42B107000,36000,1972,3,1958.0,1269.0,B
42B107000,325000,2016,3,1958.0,1269.0,B
42B107000,214900,2007,3,1958.0,1269.0,B
42B108000,292500,2007,4,1961.0,1906.0,C +
42B108000,196500,2003,4,1961.0,1906.0,C +
42B108000,350000,2019,4,1961.0,1906.0,C +
42B108000,175000,2001,4,1961.0,1906.0,C +
42B108000,135000,1993,4,1961.0,1906.0,C +
42B108000,118000,1989,4,1961.0,1906.0,C +
42B109000,115000,1987,4,1959.0,2066.0,B
42B109000,230000,2003,4,1959.0,2066.0,B
42B109000,55300,1977,4,1959.0,2066.0,B
42B109000,269900,2004,4,1959.0,2066.0,B
42B110000,137900,1992,3,1958.0,1401.0,B -
42B110000,197000,2001,3,1958.0,1401.0,B -
42B111000,141500,1999,4,1957.0,1452.0,B
42B112000,23600,1961,4,1959.0,2688.0,C +
42B112000,535000,2022,4,1959.0,2688.0,C +
42B113000,290000,2007,3,1966.0,2204.0,B
42B113000,400,1966,3,1966.0,2204.0,B
42B113000,28400,1965,3,1966.0,2204.0,B
42B114000,26500,1963,4,1963.0,2270.0,C
42B114000,328000,2013,4,1963.0,2270.0,C
42B114000,107000,1987,4,1963.0,2270.0,C
42B115000,135000,1989,3,1958.0,2106.0,B
42B116000,175000,2001,4,1967.0,1176.0,C +
42B116000,86000,1983,4,1967.0,1176.0,C +
42B116000,353500,2008,4,1967.0,1176.0,C +
42B116000,330000,2012,4,1967.0,1176.0,C +
42B116000,123500,1993,4,1967.0,1176.0,C +
42B117000,195000,2002,4,1966.0,1176.0,C
42B117000,109260,1987,4,1966.0,1176.0,C
42B117000,94900,1985,4,1966.0,1176.0,C
42B117000,192000,2001,4,1966.0,1176.0,C
42B117000,262000,2014,4,1966.0,1176.0,C
42B118000,130000,1989,4,1968.0,1428.0,C
42B118000,30800,1968,4,1968.0,1428.0,C
42B118000,458500,2023,4,1968.0,1428.0,C
42B119000,265000,2002,4,1965.0,1539.0,C +
42B119000,355000,2012,4,1965.0,1539.0,C +
42B119000,72500,1975,4,1965.0,1539.0,C +
42B120000,102000,1985,4,1965.0,1824.0,C
42B120000,405000,2019,4,1965.0,1824.0,C
42B120000,363600,2016,4,1965.0,1824.0,C
42B120000,159000,1997,4,1965.0,1824.0,C
42B120000,197827,2008,4,1965.0,1824.0,C
42B120000,245000,2002,4,1965.0,1824.0,C
42B121000,74200,1977,4,1966.0,2140.0,B
42C001000,34300,1974,4,1966.0,1176.0,C
42C001000,280000,2016,4,1966.0,1176.0,C
42C002000,76000,1980,4,1966.0,1386.0,B -
42C003000,186500,1997,4,1965.0,1176.0,C
42C003000,75000,1978,4,1965.0,1176.0,C
42C003000,247000,2001,4,1965.0,1176.0,C
42C004000,498500,2017,4,1964.0,1964.0,B++
42C004000,927000,2023,4,1964.0,1964.0,B++
42C004000,216000,2000,4,1964.0,1964.0,B++
42C005000,33200,1966,3,1964.0,1479.0,C +
42C006000,84000,1985,3,1964.0,1372.0,C++
42C006000,145000,1994,3,1964.0,1372.0,C++
42C007000,36000,1964,4,1964.0,2352.0,B -
42C008000,37500,1966,4,1966.0,1944.0,B -
42C009000,36700,1965,4,1965.0,2350.0,B -
42C010000,442000,2020,4,1967.0,1269.0,C +
42C010000,88000,1986,4,1967.0,1269.0,C +
42C010000,93000,1986,4,1967.0,1269.0,C +
42C010000,83333,2004,4,1967.0,1269.0,C +
42C011000,36000,1965,4,1965.0,1763.0,B
42C011000,155000,1988,4,1965.0,1763.0,B
42C011000,354000,2004,4,1965.0,1763.0,B
42C012000,259500,2002,4,1965.0,2060.0,B -
42C012000,35700,1965,4,1965.0,2060.0,B -
42C012000,149500,1992,4,1965.0,2060.0,B -
42C013000,26900,1965,3,1965.0,1454.0,C
42C014000,389000,2016,5,1966.0,2484.0,B +
42C014000,54500,1972,5,1966.0,2484.0,B +
42C015000,32800,1965,3,1964.0,2628.0,B -
42C016000,250000,2019,4,1965.0,2193.0,B +
42C016000,510000,2020,4,1965.0,2193.0,B +
42C016000,34900,1965,4,1965.0,2193.0,B +
42C017000,33900,1965,4,1965.0,1628.0,C++
42C017000,363000,2010,4,1965.0,1628.0,C++
42C018000,340000,2015,4,1964.0,2436.0,C
42C018000,153000,1989,4,1964.0,2436.0,C
42C019000,40300,1965,4,1964.0,2785.0,C +
42C019000,489000,2008,4,1964.0,2785.0,C +
42C020000,38700,1965,5,1965.0,2190.0,B +
42C020000,407500,2009,5,1965.0,2190.0,B +
42C021000,34500,1966,4,1966.0,1711.0,C +
42C022000,144500,1992,3,1964.0,1948.0,C
42C022000,140500,1996,3,1964.0,1948.0,C
42C023000,180600,1994,4,1963.0,2044.0,B -
42C023000,96000,1980,4,1963.0,2044.0,B -
42C023000,231000,1999,4,1963.0,2044.0,B -
42C023000,263000,2001,4,1963.0,2044.0,B -
42C024000,33400,1970,4,1964.0,1564.0,C +
42C025000,115000,1983,4,1964.0,2639.0,B
42C026000,325000,2011,4,1964.0,2306.0,C +
42C026000,5500,1964,4,1964.0,2306.0,C +
42C027000,61000,1973,4,1965.0,1568.0,B
42C027000,430000,2020,4,1965.0,1568.0,B
42C028000,29500,1966,4,1965.0,1176.0,C
42C029000,65825,1973,3,1963.0,1978.0,C +
42C029000,220000,1999,3,1963.0,1978.0,C +
42C030000,52500,1974,5,1963.0,1568.0,B
42C030000,181000,2000,5,1963.0,1568.0,B
42C030000,132500,1993,5,1963.0,1568.0,B
42C031000,225000,2001,4,1963.0,2134.0,C +
42C031000,135000,1990,4,1963.0,2134.0,C +
42C031000,420000,2018,4,1963.0,2134.0,C +
42C031000,147000,1995,4,1963.0,2134.0,C +
42C031000,527300,2021,4,1963.0,2134.0,C +
42C032000,129000,1987,4,1963.0,2245.0,B -
42C032000,27300,1963,4,1963.0,2245.0,B -
42C033000,335000,2007,4,1965.0,1176.0,C +
42C033000,178500,2001,4,1965.0,1176.0,C +
42C033000,325000,2006,4,1965.0,1176.0,C +
42C033000,99500,1987,4,1965.0,1176.0,C +
42C034000,49300,1974,4,1963.0,1204.0,C +
42C035000,320000,2018,3,1963.0,1274.0,C++
42C035000,268000,2011,3,1963.0,1274.0,C++
42C035000,427500,2018,3,1963.0,1274.0,C++
42C035000,65000,1978,3,1963.0,1274.0,C++
42C036000,47000,1972,3,1964.0,2029.0,C +
42C036000,400000,2006,3,1964.0,2029.0,C +
42C036000,400000,2006,3,1964.0,2029.0,C +
42C037000,328000,2014,4,1964.0,2047.0,C
42C037000,27500,1965,4,1964.0,2047.0,C
42C037000,400000,2020,4,1964.0,2047.0,C
42C038000,79500,1981,3,1964.0,1225.0,B -
42C039000,32500,1968,4,1963.0,1820.0,C +
42C040000,221000,2000,5,1963.0,2220.0,B +
42C040000,263000,2002,5,1963.0,2220.0,B +
42C040000,145000,1993,5,1963.0,2220.0,B +
42C040000,59000,1974,5,1963.0,2220.0,B +
42C040000,300000,2008,5,1963.0,2220.0,B +
42C041000,320000,2019,4,1963.0,1075.0,C +
42C041000,66900,1977,4,1963.0,1075.0,C +
42C041000,49125,1974,4,1963.0,1075.0,C +
42C042000,859000,2024,4,1964.0,1449.0,B++
42C042000,29730,1964,4,1964.0,1449.0,B++
42C042000,420000,2022,4,1964.0,1449.0,B++
42C043000,215000,2002,4,1963.0,1242.0,C +
42C043000,44000,1969,4,1963.0,1242.0,C +
42C044000,183843,2008,4,1966.0,1176.0,B
42C044000,275000,2022,4,1966.0,1176.0,B
42C044000,44900,1971,4,1966.0,1176.0,B
42C045000,319000,2004,4,1967.0,2574.0,C
42C046000,37500,1969,4,1967.0,1872.0,B +
42C046000,420000,2014,4,1967.0,1872.0,B +
42C046000,390000,2010,4,1967.0,1872.0,B +
42C047000,700000,2023,4,1967.0,1301.0,B
42C048000,415000,2020,4,1967.0,2552.0,C
42C048000,39380,1967,4,1967.0,2552.0,C
42C049000,81500,1978,4,1967.0,1830.0,C +
42C050000,539000,2021,4,1967.0,1568.0,B
42C050000,99500,1982,4,1967.0,1568.0,B
42C051000,142500,1993,3,1966.0,1819.0,B -
42C051000,530000,2021,3,1966.0,1819.0,B -
42C052000,63500,1976,4,1967.0,1188.0,C +
42C052000,350000,2019,4,1967.0,1188.0,C +
42C053000,39250,1968,4,1967.0,2320.0,C
42C053000,320000,2009,4,1967.0,2320.0,C
42C054000,85000,1979,4,1968.0,1428.0,C -
42C055000,96500,1983,4,1968.0,1976.0,B
42C055000,315000,2004,4,1968.0,1976.0,B
42C055000,415000,2020,4,1968.0,1976.0,B
42C056000,500000,2006,4,1968.0,2184.0,B -
42C056000,100,1988,4,1968.0,2184.0,B -
42C056000,650000,2023,4,1968.0,2184.0,B -
42C056000,190000,1994,4,1968.0,2184.0,B -
42C057000,124000,1986,4,1968.0,2792.0,C +
42C057000,92000,1980,4,1968.0,2792.0,C +
42C058000,35250,1967,3,1967.0,1638.0,B -
42C058000,35250,1967,3,1967.0,1638.0,B -
42C059000,380000,2010,4,1968.0,2492.0,B +
42C059000,595000,2019,4,1968.0,2492.0,B +
42C059000,42172,1968,4,1968.0,2492.0,B +
42C060000,383000,2005,4,1966.0,1904.0,B +
42C060000,184000,1997,4,1966.0,1904.0,B +
42C060000,475000,2019,4,1966.0,1904.0,B +
42C062000,99000,1979,3,1970.0,1752.0,B -
42C062000,195500,1999,3,1970.0,1752.0,B -
42C062000,170000,1994,3,1970.0,1752.0,B -
42C063000,128500,1992,3,1972.0,1275.0,C
42C063000,145000,1997,3,1972.0,1275.0,C
42C063000,322000,2014,3,1972.0,1275.0,C
42C064000,193000,2001,3,1971.0,1277.0,C
42C064000,36285,1971,3,1971.0,1277.0,C
42C065000,365000,2019,4,1971.0,1321.0,C
42C065000,44800,1972,4,1971.0,1321.0,C
42C066000,320000,2015,4,1971.0,1539.0,B +
42C066000,285000,2010,4,1971.0,1539.0,B +
42C066000,737000,2023,4,1971.0,1539.0,B +
42C066000,139000,1993,4,1971.0,1539.0,B +
42C066000,52500,1985,4,1971.0,1539.0,B +
42C067000,93725,2021,3,1971.0,1275.0,C
42C067000,58000,1976,3,1971.0,1275.0,C
42C068000,59900,1976,3,1971.0,1344.0,C +
42C069000,39500,1970,4,1969.0,1484.0,B -
42C069000,588400,2022,4,1969.0,1484.0,B -
42C070000,139000,1992,3,1972.0,1326.0,C
42C070000,59000,1976,3,1972.0,1326.0,C
42C071000,161000,1990,4,1972.0,1527.0,C++
42C071000,210000,2001,4,1972.0,1527.0,C++
42C071000,122000,1987,4,1972.0,1527.0,C++
42C071000,220000,2002,4,1972.0,1527.0,C++
42C072000,47400,1972,3,1972.0,1484.0,B -
42C073000,56000,1975,3,1971.0,1375.0,B
42C073000,597500,2024,3,1971.0,1375.0,B
42C074000,154000,1996,3,1970.0,1260.0,C
42C074000,175000,1997,3,1970.0,1260.0,C
42C075000,216000,1999,4,1970.0,2336.0,C
42C075000,154000,1989,4,1970.0,2336.0,C
42C075000,180000,1991,4,1970.0,2336.0,C
42C076000,155000,1994,3,1970.0,1176.0,B -
42C076000,145000,1992,3,1970.0,1176.0,B -
42C077000,64500,1977,4,1969.0,1176.0,C +
42C078000,47390,1968,4,1968.0,2256.0,C
42C078000,375000,2006,4,1968.0,2256.0,C
42C078000,300000,2003,4,1968.0,2256.0,C
42C079000,126000,1987,4,1969.0,1654.0,C
42C079000,111000,1982,4,1969.0,1654.0,C
42C079000,325000,2004,4,1969.0,1654.0,C
42C080000,335000,2006,4,1969.0,1176.0,C
42C081000,360000,2007,4,1968.0,2351.0,B +
42C081000,156000,1993,4,1968.0,2351.0,B +
42C081000,192000,1998,4,1968.0,2351.0,B +
42C081000,72500,1977,4,1968.0,2351.0,B +
42C082000,130000,1983,5,1970.0,2846.0,B
42C082000,357000,2003,5,1970.0,2846.0,B
42C083000,84500,1979,4,1972.0,2294.0,C++
42C083000,550000,2021,4,1972.0,2294.0,C++
42C083000,199500,2000,4,1972.0,2294.0,C++
42C083000,170500,1998,4,1972.0,2294.0,C++
42C084000,202000,2000,4,1972.0,1265.0,C
42C084000,109500,1986,4,1972.0,1265.0,C
42C084000,292000,2003,4,1972.0,1265.0,C
42C085000,278000,2014,3,1972.0,1455.0,B -
42C085000,41300,1972,3,1972.0,1455.0,B -
42C085000,230000,2012,3,1972.0,1455.0,B -
42C086000,118000,1989,5,1971.0,1275.0,C +
42C086000,185000,2001,5,1971.0,1275.0,C +
42C086000,126000,1996,5,1971.0,1275.0,C +
42C086000,485000,2022,5,1971.0,1275.0,C +
42C086000,274500,2004,5,1971.0,1275.0,C +
42C086000,285000,2015,5,1971.0,1275.0,C +
42C087000,272850,2004,5,1971.0,1250.0,C
42C087000,410000,2024,5,1971.0,1250.0,C
42C087000,68500,1978,5,1971.0,1250.0,C
42C087000,74500,1980,5,1971.0,1250.0,C
42C087000,127000,1999,5,1971.0,1250.0,C
42C087000,295000,2013,5,1971.0,1250.0,C
42C087000,295000,2013,5,1971.0,1250.0,C
42C088000,158500,1994,4,1968.0,2408.0,C +
42C088000,160000,1995,4,1968.0,2408.0,C +
42C088000,300000,2023,4,1968.0,2408.0,C +
42C089000,155000,1994,4,1975.0,1218.0,C++
42C089000,237000,2002,4,1975.0,1218.0,C++
42C089000,117000,1987,4,1975.0,1218.0,C++
42C089000,512000,2021,4,1975.0,1218.0,C++
42C090000,45825,1976,5,1973.0,1250.0,C
42C091000,98500,1983,4,1972.0,1884.0,C +
42C091000,390000,2015,4,1972.0,1884.0,C +
42C092000,225000,1999,4,1973.0,2352.0,C +
42C092000,459000,2017,4,1973.0,2352.0,C +
42C092000,310000,2002,4,1973.0,2352.0,C +
42C092000,204500,1990,4,1973.0,2352.0,C +
42C092000,135000,1986,4,1973.0,2352.0,C +
42C093000,44500,1973,3,1973.0,1904.0,C +
42C094000,227450,2001,4,1972.0,1592.0,C++
42C094000,420000,2018,4,1972.0,1592.0,C++
42C094000,77500,1979,4,1972.0,1592.0,C++
42C095000,339000,2003,4,1972.0,2112.0,B
42C095000,115000,1983,4,1972.0,2112.0,B
42C096000,395000,2020,4,1972.0,1325.0,C++
42C096000,220000,2002,4,1972.0,1325.0,C++
42C096000,220000,2002,4,1972.0,1325.0,C++
42C096000,163000,1996,4,1972.0,1325.0,C++
42C096000,185000,1999,4,1972.0,1325.0,C++
42C097000,429900,2018,3,1973.0,1702.0,C +
42C097000,195500,2000,3,1973.0,1702.0,C +
42C097000,96500,1983,3,1973.0,1702.0,C +
42C098000,87500,1983,4,1972.0,1176.0,C +
42C098000,139000,1996,4,1972.0,1176.0,C +
42C099000,61500,1976,3,1973.0,1225.0,C
42C100000,41000,1973,3,1972.0,1275.0,C
42C101000,127500,1995,3,1973.0,1225.0,C +
42C101000,127300,1994,3,1973.0,1225.0,C +
42C102000,98000,1987,5,1973.0,1275.0,C +
42C103000,240000,1997,5,1973.0,2934.0,B
42C103000,149500,1983,5,1973.0,2934.0,B
42C104000,170000,1995,4,1974.0,1375.0,C +
42C104000,153000,1991,4,1974.0,1375.0,C +
42C105000,176000,1999,3,1975.0,1650.0,B -
42C105000,358000,2015,3,1975.0,1650.0,B -
42C105000,167,1985,3,1975.0,1650.0,B -
42C105000,13500,1975,3,1975.0,1650.0,B -
42C105000,465000,2022,3,1975.0,1650.0,B -
42C106000,161160,1994,4,1973.0,1325.0,C +
42C106000,167,1985,4,1973.0,1325.0,C +
42C107000,169500,1997,3,1972.0,1512.0,B
42C107000,114,1985,3,1972.0,1512.0,B
42C108000,350000,2007,4,1974.0,1325.0,C +
42C108000,100000,1986,4,1974.0,1325.0,C +
42C108000,113,1985,4,1974.0,1325.0,C +
42C109000,157500,1994,4,1972.0,1600.0,C +
42C109000,159900,1990,4,1972.0,1600.0,C +
42C109000,775000,2024,4,1972.0,1600.0,C +
42C110000,113,1985,3,1972.0,1325.0,C
42C110000,167000,1998,3,1972.0,1325.0,C
42C110000,64500,1976,3,1972.0,1325.0,C
42C111000,295000,2004,4,1972.0,1325.0,B -
42C111000,115000,1987,4,1972.0,1325.0,B -
42C111000,194500,2001,4,1972.0,1325.0,B -
42C111000,113,1985,4,1972.0,1325.0,B -
42C112000,169900,1999,3,1973.0,1378.0,C
42C112000,97500,1984,3,1973.0,1378.0,C
42C112000,144500,1989,3,1973.0,1378.0,C
42C113000,295000,2006,4,1973.0,1378.0,C
42C113000,125000,1992,4,1973.0,1378.0,C
42C113000,312000,2009,4,1973.0,1378.0,C
42C114000,106,1985,5,1975.0,1326.0,B -
42C114000,80000,1980,5,1975.0,1326.0,B -
42C114000,701550,2023,5,1975.0,1326.0,B -
42C114000,157000,1998,5,1975.0,1326.0,B -
42C115000,226000,2000,4,1974.0,2192.0,B +
42C115000,399000,2011,4,1974.0,2192.0,B +
42C115000,110000,1984,4,1974.0,2192.0,B +
42C115000,69000,1977,4,1974.0,2192.0,B +
42C116000,225000,2003,4,1973.0,1430.0,B -
42C116000,122500,1995,4,1973.0,1430.0,B -
42C116000,44350,1983,4,1973.0,1430.0,B -
42C117000,91000,1983,3,1973.0,1430.0,C +
42C118000,377000,2015,4,1972.0,1825.0,C
42C118000,105000,1986,4,1972.0,1825.0,C
42C118000,434500,2017,4,1972.0,1825.0,C
42C118000,148000,1991,4,1972.0,1825.0,C
42C119000,128750,1986,4,1972.0,2128.0,C
42C119000,53000,1973,4,1972.0,2128.0,C
42C119000,359000,2017,4,1972.0,2128.0,C
42C120000,72000,1991,4,1972.0,1378.0,C +
42C120000,143000,1990,4,1972.0,1378.0,C +
42C121000,174900,1990,4,1973.0,1300.0,C
42C121000,280000,2003,4,1973.0,1300.0,C
42C121000,370000,2020,4,1973.0,1300.0,C
42C121000,325000,2004,4,1973.0,1300.0,C
42C122000,124900,1987,4,1973.0,1218.0,C++
42C122000,86000,1982,4,1973.0,1218.0,C++
42C122000,225000,2001,4,1973.0,1218.0,C++
430001000,89900,1997,2,1957.0,975.0,B
430001000,112000,1995,2,1957.0,975.0,B
430002000,345000,2018,3,1957.0,975.0,B
430002000,42500,1978,3,1957.0,975.0,B
430002000,128500,2001,3,1957.0,975.0,B
430002000,57000,1984,3,1957.0,975.0,B
430002000,294000,2013,3,1957.0,975.0,B
430002000,279900,2008,3,1957.0,975.0,B
430002000,115000,1999,3,1957.0,975.0,B
430003000,21167,1960,4,1955.0,1178.0,B
430003000,250000,2013,4,1955.0,1178.0,B
430004000,122000,1996,4,1955.0,1224.0,B
430005000,118000,1996,3,1952.0,1269.0,C++
430005000,235000,2010,3,1952.0,1269.0,C++
430005000,141000,2000,3,1952.0,1269.0,C++
430005000,395000,2019,3,1952.0,1269.0,C++
430006000,23000,1969,2,1952.0,1242.0,B
430006000,275000,2009,2,1952.0,1242.0,B
430006000,161500,2002,2,1952.0,1242.0,B
430006000,247000,2007,2,1952.0,1242.0,B
430007000,103400,1992,3,1951.0,1026.0,B
430007000,100000,1998,3,1951.0,1026.0,B
430007000,440000,2020,3,1951.0,1026.0,B
430007000,215000,2019,3,1951.0,1026.0,B
430008000,1700,1952,3,1953.0,1592.0,B
430008000,195000,2003,3,1953.0,1592.0,B
430009000,1500,1951,4,2011.0,2773.0,B
430009000,540000,2013,4,2011.0,2773.0,B
430009000,85000,2011,4,2011.0,2773.0,B
430010000,195000,2010,3,1950.0,1398.0,C
430010000,12000,1950,3,1950.0,1398.0,C
43A002000,135000,1996,3,1969.0,2012.0,B -
43A002100,255000,2013,3,1971.0,1200.0,C +
43A002100,85000,1983,3,1971.0,1200.0,C +
43A002100,335000,2019,3,1971.0,1200.0,C +
43A002101,47500,1972,4,1970.0,2751.0,C++
43A002110,7500,1970,4,1972.0,1250.0,C++
43A002110,440000,2024,4,1972.0,1250.0,C++
43A002120,46900,1974,3,1971.0,1225.0,C++
43A002120,595000,2024,3,1971.0,1225.0,C++
43A002130,145000,1986,3,1970.0,1225.0,C++
43A002130,112500,1987,3,1970.0,1225.0,C++
43A002140,151000,1997,3,1971.0,1225.0,C++
43A002140,32375,1971,3,1971.0,1225.0,C++
43A002150,173000,1998,4,1970.0,1495.0,C++
43A002150,80000,1984,4,1970.0,1495.0,C++
43A002150,330000,2012,4,1970.0,1495.0,C++
43A002150,51500,1977,4,1970.0,1495.0,C++
43A002150,300000,2005,4,1970.0,1495.0,C++
43A002160,54000,1977,3,1969.0,1274.0,C++
43A002170,80200,1982,3,1971.0,1225.0,C++
43A002170,347000,2017,3,1971.0,1225.0,C++
43A002170,295500,2010,3,1971.0,1225.0,C++
43A002170,98000,1988,3,1971.0,1225.0,C++
43A002180,285000,2012,3,1968.0,1598.0,C++
43A002180,46500,1977,3,1968.0,1598.0,C++
43A002190,525000,2024,3,1969.0,1274.0,C++
43A002190,67500,1980,3,1969.0,1274.0,C++
43A002200,318500,2012,3,1971.0,1225.0,C++
43A002200,32500,1971,3,1971.0,1225.0,C++
43A002200,271000,2012,3,1971.0,1225.0,C++
43A002300,6500,1971,3,1971.0,1512.0,C +
43A002400,130000,1990,3,1963.0,1385.0,C++
43A002400,140000,1994,3,1963.0,1385.0,C++
43A002500,32150,1971,3,1971.0,1498.0,C++
43A002500,320000,2005,3,1971.0,1498.0,C++
43A002500,103500,1988,3,1971.0,1498.0,C++
43A002500,165000,1998,3,1971.0,1498.0,C++
43A002600,37500,1972,3,1971.0,1225.0,C++
43A002700,334000,2014,4,1971.0,1450.0,C++
43A002700,97000,1986,4,1971.0,1450.0,C++
43A002700,32200,1971,4,1971.0,1450.0,C++
