ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade
160129600,1080000,2008,2,1966.0,840.0,B
160129601,168000,2013,2,1966.0,830.0,B
160129601,174500,2006,2,1966.0,830.0,B
160129601,215000,2019,2,1966.0,830.0,B
160129610,112280,2010,1,1966.0,486.0,B
160129610,904200,2007,1,1966.0,486.0,B
160129620,137900,2007,1,1966.0,541.0,B
160129630,179900,2007,2,1966.0,830.0,B
160129640,174503,2006,2,1966.0,813.0,B
160129640,135000,2014,2,1966.0,813.0,B
160129640,150000,2016,2,1966.0,813.0,B
160129650,177000,2007,2,1966.0,812.0,B
160129650,190000,2017,2,1966.0,812.0,B
160129660,214900,2006,3,1966.0,1012.0,B
160129660,224000,2010,3,1966.0,1012.0,B
160129670,904200,2007,1,1966.0,407.0,B
160129680,90000,2007,1,1966.0,407.0,B
160129680,170000,2023,1,1966.0,407.0,B
160129690,244900,2006,3,1966.0,1013.0,B
160129690,195000,2012,3,1966.0,1013.0,B
160129690,285000,2017,3,1966.0,1013.0,B
160129701,210000,2021,2,1966.0,813.0,B
160129701,173000,2006,2,1966.0,813.0,B
160129710,141404,2010,2,1966.0,813.0,B
160129710,167000,2007,2,1966.0,813.0,B
160129710,149000,2010,2,1966.0,813.0,B
160129710,149000,2010,2,1966.0,813.0,B
160129720,166000,2006,2,1966.0,834.0,B
160129720,136000,2017,2,1966.0,834.0,B
160129730,904200,2007,1,1966.0,486.0,B
160129740,127000,2016,1,1966.0,541.0,B
160129740,140000,2020,1,1966.0,541.0,B
160129740,144900,2006,1,1966.0,541.0,B
160129750,229000,2020,2,1966.0,830.0,B
160129750,174900,2007,2,1966.0,830.0,B
160129760,624600,2006,2,1966.0,813.0,B
160129760,220000,2021,2,1966.0,813.0,B
160129770,192900,2007,2,1966.0,813.0,B
160129780,239900,2006,3,1966.0,1012.0,B
160129780,295000,2007,3,1966.0,1012.0,B
160129780,245000,2015,3,1966.0,1012.0,B
160129790,99900,2007,1,1966.0,406.0,B
160129790,92000,2012,1,1966.0,406.0,B
160129790,109500,2018,1,1966.0,406.0,B
160129800,111453,2006,1,1966.0,403.0,B
160129800,144900,2021,1,1966.0,403.0,B
160129801,104900,2007,1,1966.0,407.0,B
160129801,96500,2015,1,1966.0,407.0,B
160129810,295000,2007,3,1966.0,1012.0,B
160129810,275000,2016,3,1966.0,1012.0,B
160129810,285000,2009,3,1966.0,1012.0,B
160129810,239900,2006,3,1966.0,1012.0,B
160129820,212000,2017,2,1966.0,821.0,B
160129820,209900,2007,2,1966.0,821.0,B
160129830,240000,2020,2,1966.0,821.0,B
160129830,194900,2006,2,1966.0,821.0,B
160129840,229000,2017,2,1966.0,834.0,B
160129840,214900,2008,2,1966.0,834.0,B
160129850,137501,2008,1,1966.0,486.0,B
160129860,165000,2007,1,1966.0,541.0,B
160129870,197000,2008,2,1966.0,830.0,B
160129880,214900,2008,2,1966.0,813.0,B
160129880,219000,2018,2,1966.0,813.0,B
160129890,172000,2012,2,1966.0,813.0,B
160129890,215000,2007,2,1966.0,813.0,B
160129900,179900,2006,2,1966.0,826.0,B
160129901,244400,2007,3,1966.0,1012.0,B
160129901,258500,2018,3,1966.0,1012.0,B
160129910,104900,2007,1,1966.0,407.0,B
160129910,214000,2023,1,1966.0,407.0,B
160129920,904200,2007,2,1966.0,407.0,B
160129930,214900,2006,2,1966.0,1012.0,B
160129940,352826,2019,2,1966.0,813.0,B
160129940,214000,2010,2,1966.0,813.0,B
160129950,155000,2012,2,1966.0,821.0,B
160129950,155000,2017,2,1966.0,821.0,B
160129950,195000,2007,2,1966.0,821.0,B
160129960,250000,2021,2,1966.0,830.0,B
160129960,186500,2010,2,1966.0,830.0,B
160129960,194900,2006,2,1966.0,830.0,B
160129970,137500,2008,1,1966.0,486.0,B
160129970,122000,2016,1,1966.0,486.0,B
160129980,235000,2023,1,1966.0,541.0,B
160129980,122000,2013,1,1966.0,541.0,B
160129980,159900,2006,1,1966.0,541.0,B
160129980,115000,2013,1,1966.0,541.0,B
160129990,175000,2019,2,1966.0,830.0,B
160129990,194900,2006,2,1966.0,830.0,B
160129990,225000,2021,2,1966.0,830.0,B
160129999,225000,2017,2,1966.0,812.0,B
160129999,209000,2007,2,1966.0,812.0,B
160129999,175000,2013,2,1966.0,812.0,B
160129A00,369000,2021,3,1966.0,1553.0,B
160129A00,345000,2008,3,1966.0,1553.0,B
160129B00,102900,2007,1,1966.0,309.0,B
160129E00,101898,2007,1,1966.0,309.0,B
160129F00,275000,2008,3,1966.0,1553.0,B
160129G00,1080000,2008,3,1966.0,1242.0,B
160129H00,410000,2024,2,1966.0,921.0,B
160129H00,178000,2008,2,1966.0,921.0,B
160129I00,317500,2019,2,1966.0,923.0,B
160129I00,234430,2008,2,1966.0,923.0,B
160129I00,320000,2016,2,1966.0,923.0,B
160129J00,491250,2023,3,1966.0,1252.0,B
160129J00,335000,2017,3,1966.0,1252.0,B
160129J00,310000,2008,3,1966.0,1252.0,B
160130100,167500,2008,2,1966.0,702.0,C +
160130101,241000,2022,2,1966.0,786.0,C +
160130101,179900,2007,2,1966.0,786.0,C +
160130101,157000,2010,2,1966.0,786.0,C +
160130110,140553,2008,2,1966.0,608.0,C +
160130110,328974,2019,2,1966.0,608.0,C +
160130110,172125,2022,2,1966.0,608.0,C +
160130120,140553,2008,2,1966.0,536.0,C +
160130120,165000,2022,2,1966.0,536.0,C +
160130120,352826,2019,2,1966.0,536.0,C +
160130130,139900,2007,2,1966.0,535.0,C +
160130130,154500,2021,2,1966.0,535.0,C +
160130140,124900,2018,1,1966.0,523.0,C +
160130140,124900,2018,1,1966.0,523.0,C +
160130140,110000,2009,1,1966.0,523.0,C +
160130140,200000,2023,1,1966.0,523.0,C +
160130150,164900,2008,2,1966.0,687.0,C +
160130150,265000,2024,2,1966.0,687.0,C +
160130150,159000,2017,2,1966.0,687.0,C +
160130160,169900,2007,2,1966.0,702.0,C +
160130170,149900,2007,1,1966.0,536.0,C +
160130170,132000,2018,1,1966.0,536.0,C +
160130180,125000,2017,2,1966.0,608.0,C +
160130180,147000,2008,2,1966.0,608.0,C +
160130190,180000,2018,2,1966.0,786.0,C +
160130190,210000,2021,2,1966.0,786.0,C +
160130190,179900,2006,2,1966.0,786.0,C +
160130200,169900,2008,2,1966.0,687.0,C +
160130200,190000,2021,2,1966.0,687.0,C +
160130201,148000,2014,2,1966.0,715.0,C +
160130201,179900,2008,2,1966.0,715.0,C +
160130201,215000,2021,2,1966.0,715.0,C +
160130210,169900,2021,1,1966.0,536.0,C +
160130210,145403,2006,1,1966.0,536.0,C +
160130210,126500,2017,1,1966.0,536.0,C +
160130220,139900,2006,1,1966.0,608.0,C +
160130230,169900,2006,2,1966.0,786.0,C +
160130230,131500,2009,2,1966.0,786.0,C +
160130240,179900,2007,2,1966.0,715.0,C +
160130300,170000,2021,1,1966.0,523.0,C +
160130300,210000,2009,1,1966.0,523.0,C +
160130300,90000,2015,1,1966.0,523.0,C +
160130400,93500,2015,1,1966.0,535.0,C +
160130400,210000,2009,1,1966.0,535.0,C +
160130500,183000,2020,2,1966.0,715.0,C +
160130500,183000,2020,2,1966.0,715.0,C +
160130500,152000,2008,2,1966.0,715.0,C +
160130600,189000,2019,2,1966.0,786.0,C +
160130600,179900,2006,2,1966.0,786.0,C +
160130700,130000,2012,1,1966.0,608.0,C +
160130700,115000,2009,1,1966.0,608.0,C +
160130800,159900,2022,1,1966.0,536.0,C +
160130800,133400,2007,1,1966.0,536.0,C +
160130900,179900,2008,2,1966.0,715.0,C +
160130900,180000,2020,2,1966.0,715.0,C +
160131100,142000,2021,1,1966.0,527.0,C +
160131100,624600,2006,1,1966.0,527.0,C +
160131101,120000,2016,1,1966.0,600.0,C +
160131101,139900,2006,1,1966.0,600.0,C +
160131101,117000,2012,1,1966.0,600.0,C +
160131110,144900,2006,1,1966.0,676.0,C +
160131120,122000,2008,1,1966.0,535.0,C +
160131130,99000,2009,1,1966.0,535.0,C +
160131140,167500,2020,1,1966.0,535.0,C +
160131140,135000,2008,1,1966.0,535.0,C +
160131150,135000,2008,1,1966.0,527.0,C +
160131150,145000,2020,1,1966.0,527.0,C +
160131160,153750,2009,1,1966.0,527.0,C +
160131170,1080000,2008,1,1966.0,535.0,C +
160131180,130000,2006,1,1966.0,676.0,C +
160131190,115000,2006,1,1966.0,600.0,C +
160131200,142000,2018,1,1966.0,526.0,C +
160131200,129000,2015,1,1966.0,526.0,C +
160131200,105000,2008,1,1966.0,526.0,C +
160131201,1080000,2008,1,1966.0,527.0,C +
160131210,1080000,2008,1,1966.0,535.0,C +
160131220,139900,2007,1,1966.0,676.0,C +
160131230,152400,2006,1,1966.0,600.0,C +
160131240,150000,2018,1,1966.0,527.0,C +
160131240,143500,2012,1,1966.0,527.0,C +
160131240,134900,2008,1,1966.0,527.0,C +
160131300,133500,2008,1,1966.0,535.0,C +
160131400,82500,2009,1,1966.0,535.0,C +
160131400,131000,2018,1,1966.0,535.0,C +
160131500,1080000,2008,1,1966.0,527.0,C +
160131600,110000,2015,1,1966.0,600.0,C +
160131600,135000,2007,1,1966.0,600.0,C +
160131600,137000,2013,1,1966.0,600.0,C +
160131700,130000,2018,1,1966.0,676.0,C +
160131700,158500,2008,1,1966.0,676.0,C +
160131800,1080000,2008,1,1966.0,535.0,C +
160131900,1080000,2008,1,1966.0,527.0,C +
170001100,550000,2005,8,1997.0,3420.0,C
170002000,275000,2004,4,1950.0,1950.0,B
170002000,65500,1979,4,1950.0,1950.0,B
170002000,275000,2004,2,1950.0,480.0,D
170002000,65500,1979,2,1950.0,480.0,D
170008100,85000,1985,4,1985.0,1224.0,C +
170009100,16500,1957,4,1958.0,1232.0,C
170009100,220000,2016,4,1958.0,1232.0,C
170009140,25500,1960,5,1958.0,1850.0,C +
170009140,83000,1985,5,1958.0,1850.0,C +
170009150,245000,2016,3,1958.0,1189.0,B -
170009150,107000,1996,3,1958.0,1189.0,B -
170009150,95000,1992,3,1958.0,1189.0,B -
170009160,245000,2002,5,1958.0,1105.0,C +
170009160,100000,1993,5,1958.0,1105.0,C +
170009170,80600,1998,7,1957.0,2569.0,C +
170009180,50500,1979,3,1957.0,1092.0,C +
170009180,134000,2001,3,1957.0,1092.0,C +
170009190,17100,1961,3,1958.0,1036.0,C +
170009200,85000,1985,4,1985.0,1200.0,C +
170009200,750,1946,4,1985.0,1200.0,C +
170009201,122000,1998,3,1957.0,1422.0,B -
170009201,1300,1956,3,1957.0,1422.0,B -
170009210,85000,1985,4,1985.0,1200.0,C +
170009500,120000,2012,8,2014.0,3968.0,C
170009500,550000,2021,8,2014.0,3968.0,C
170009700,92500,1986,6,1958.0,2065.0,C +
170009700,118000,1997,6,1958.0,2065.0,C +
170009700,198431,2005,6,1958.0,2065.0,C +
170009700,250000,2002,6,1958.0,2065.0,C +
170009800,86000,1988,6,1962.0,2065.0,C +
170009800,39800,1971,6,1962.0,2065.0,C +
170009900,84000,1993,4,1959.0,1468.0,B
170009900,68000,1988,4,1959.0,1468.0,B
170009900,314000,2017,4,1959.0,1468.0,B
170014000,26000,1980,3,1950.0,1477.0,B -
170014000,75500,1986,3,1950.0,1477.0,B -
170018100,540000,2015,4,2014.0,2826.0,B +
170018100,345000,2014,4,2014.0,2826.0,B +
170018100,635000,2019,4,2014.0,2826.0,B +
170018100,540000,2015,1,2014.0,360.0,B
170018100,345000,2014,1,2014.0,360.0,B
170018100,635000,2019,1,2014.0,360.0,B
170018200,175000,2015,4,2017.0,2672.0,B +
170018200,345000,2014,4,2017.0,2672.0,B +
170018200,699000,2020,4,2017.0,2672.0,B +
170018300,345000,2014,3,2015.0,1835.0,B++
170018300,460000,2015,3,2015.0,1835.0,B++
170022000,3000,1959,3,1959.0,1571.0,B
170022000,312000,2013,3,1959.0,1571.0,B
170022000,3000,1959,8,2016.0,3584.0,C
170022000,312000,2013,8,2016.0,3584.0,C
170026A00,550000,2022,5,2004.0,2200.0,C -
170026A00,15000,2002,5,2004.0,2200.0,C -
170031000,129500,2000,3,1954.0,939.0,C++
170031000,60000,1984,3,1954.0,939.0,C++
170031000,225000,2004,3,1954.0,939.0,C++
170032000,359000,2005,5,1950.0,3127.0,C++
170032000,28000,1985,5,1950.0,3127.0,C++
170036000,684000,2018,8,2016.0,3000.0,C
170036000,382500,2002,8,2016.0,3000.0,C
170036000,725000,2007,8,2016.0,3000.0,C
170036000,49500,1980,8,2016.0,3000.0,C
170037000,382500,2002,6,1980.0,2442.0,B
170037000,49500,1980,6,1980.0,2442.0,B
170037000,684000,2018,6,1980.0,2442.0,B
170037000,725000,2007,6,1980.0,2442.0,B
170037000,382500,2002,8,2017.0,2900.0,C
170037000,49500,1980,8,2017.0,2900.0,C
170037000,684000,2018,8,2017.0,2900.0,C
170037000,725000,2007,8,2017.0,2900.0,C
170037100,725000,2007,8,1990.0,2400.0,C
170037100,382500,2002,8,1990.0,2400.0,C
170037100,642000,2018,8,1990.0,2400.0,C
170052000,32500,1971,2,1952.0,1269.0,C +
170052000,32500,1971,2,1951.0,528.0,D
170054000,77000,1998,8,1950.0,4324.0,C +
170054000,29250,1979,8,1950.0,4324.0,C +
170057000,4300,1965,4,1965.0,1836.0,C++
170057000,390000,2021,4,1965.0,1836.0,C++
170057100,17800,1968,5,1961.0,1049.0,C
170057200,31000,1975,3,1961.0,1075.0,C
170057300,54800,1979,4,1961.0,1368.0,C -
170057400,13500,1962,4,1961.0,950.0,C -
170057500,91000,1998,4,1961.0,925.0,C -
170057500,160000,2011,4,1961.0,925.0,C -
170057500,175100,2003,4,1961.0,925.0,C -
170057500,213912,2008,4,1961.0,925.0,C -
170057500,13500,1962,4,1961.0,925.0,C -
170057600,400000,2024,5,1961.0,913.0,C -
170057600,75000,1997,5,1961.0,913.0,C -
170057600,72000,1994,5,1961.0,913.0,C -
170057600,259000,2006,5,1961.0,913.0,C -
170057700,80000,1998,5,1963.0,901.0,C -
170057700,61000,1983,5,1963.0,901.0,C -
170058000,61500,1982,4,2008.0,2776.0,C++
170058000,130000,2002,4,2008.0,2776.0,C++
170059000,425000,2018,4,2022.0,1440.0,C +
170059000,103000,1985,4,2022.0,1440.0,C +
170059000,281900,2023,4,2022.0,1440.0,C +
170059001,281900,2023,4,2022.0,1440.0,C +
170060001,284900,2023,4,2022.0,1440.0,C +
170061000,103000,1985,4,2022.0,1440.0,C +
170061000,425000,2018,4,2022.0,1440.0,C +
170061000,279900,2022,4,2022.0,1440.0,C +
170061001,279900,2022,4,2022.0,1440.0,C +
170061100,279900,2022,4,2022.0,1440.0,C +
170061100,103000,1985,4,2022.0,1440.0,C +
170061100,425000,2018,4,2022.0,1440.0,C +
1700611A0,279900,2022,4,2022.0,1440.0,C +
170063000,13300,1967,0,1953.0,240.0,D
170063000,32000,1994,0,1953.0,240.0,D
170065A00,490000,2021,5,2006.0,2622.0,B -
170065A00,125000,2005,5,2006.0,2622.0,B -
170065A00,200000,2006,5,2006.0,2622.0,B -
170065A00,429000,2006,5,2006.0,2622.0,B -
170066100,80000,2007,8,2007.0,3060.0,C
170067000,23750,1976,4,2013.0,1698.0,B -
170067000,285000,2005,4,2013.0,1698.0,B -
170067000,175000,2012,4,2013.0,1698.0,B -
170067000,155836,2012,4,2013.0,1698.0,B -
170067000,126000,1999,4,2013.0,1698.0,B -
170068000,236000,2005,4,2012.0,1740.0,B -
170068000,90600,1995,4,2012.0,1740.0,B -
170068000,17500,1967,4,2012.0,1740.0,B -
170080100,82750,2004,3,1973.0,908.0,C
170080100,52000,1990,3,1973.0,908.0,C
170080100,47450,1997,3,1973.0,908.0,C
170080100,144000,2010,3,1973.0,908.0,C
170080101,55000,2001,3,1973.0,876.0,C
170080101,102500,2004,3,1973.0,876.0,C
170080101,63950,1983,3,1973.0,876.0,C
170080110,76000,2002,3,1973.0,876.0,C
170080110,59000,2002,3,1973.0,876.0,C
170080110,50000,1990,3,1973.0,876.0,C
170080120,155000,2017,3,1973.0,854.0,C
170080120,113000,2004,3,1973.0,854.0,C
170080120,62950,1983,3,1973.0,854.0,C
170080120,53000,1999,3,1973.0,854.0,C
170080120,62000,2001,3,1973.0,854.0,C
170080130,50000,1995,3,1978.0,928.0,C
170080130,50000,1997,3,1978.0,928.0,C
170080130,130000,2010,3,1978.0,928.0,C
170080130,145000,2005,3,1978.0,928.0,C
170080140,85500,2003,3,1978.0,916.0,C
170080140,59000,1987,3,1978.0,916.0,C
170080140,62950,1983,3,1978.0,916.0,C
170080140,120000,2003,3,1978.0,916.0,C
170080150,51837,1992,3,1978.0,916.0,C
170080150,50000,1994,3,1978.0,916.0,C
170080160,165000,2015,3,1978.0,916.0,C
170080160,170000,2008,3,1978.0,916.0,C
170080160,54000,1997,3,1978.0,916.0,C
170080160,129900,2004,3,1978.0,916.0,C
170080160,51500,1996,3,1978.0,916.0,C
170080170,125000,2004,3,1978.0,916.0,C
170080170,155000,2007,3,1978.0,916.0,C
170080170,96000,1997,3,1978.0,916.0,C
170080170,62950,1983,3,1978.0,916.0,C
170080170,158000,2013,3,1978.0,916.0,C
170080180,96000,1997,3,1978.0,928.0,C
170080180,62950,1983,3,1978.0,928.0,C
170080180,148000,2005,3,1978.0,928.0,C
170080190,62950,1983,3,1978.0,888.0,C
170080190,48500,2001,3,1978.0,888.0,C
170080200,63950,1983,3,1973.0,894.0,C
170080200,164900,2006,3,1973.0,894.0,C
170080200,126600,2004,3,1973.0,894.0,C
170080200,150000,2013,3,1973.0,894.0,C
170080200,45000,1999,3,1973.0,894.0,C
170080200,162000,2019,3,1973.0,894.0,C
170080201,60000,1991,3,1978.0,895.0,C
170080201,33000,1992,3,1978.0,895.0,C
170080201,50868,2001,3,1978.0,895.0,C
170080201,87000,2003,3,1978.0,895.0,C
170080210,80000,2002,3,1978.0,888.0,C
170080210,63950,1983,3,1978.0,888.0,C
170080300,40000,1998,3,1973.0,894.0,C
170080300,63950,1983,3,1973.0,894.0,C
170080300,85000,2002,3,1973.0,894.0,C
170080300,120000,2004,3,1973.0,894.0,C
170080400,60000,2001,3,1973.0,894.0,C
170080400,63950,1983,3,1973.0,894.0,C
170080500,48000,1995,3,1973.0,894.0,C
170080500,150000,2012,3,1973.0,894.0,C
170080500,112000,2004,3,1973.0,894.0,C
170080500,250000,2021,3,1973.0,894.0,C
170080500,172500,2017,3,1973.0,894.0,C
170080600,162500,2006,3,1973.0,894.0,C
170080600,63950,1983,3,1973.0,894.0,C
170080600,54000,1991,3,1973.0,894.0,C
170080700,62950,1983,3,1973.0,894.0,C
170080700,170000,2006,3,1973.0,894.0,C
170080700,95000,2003,3,1973.0,894.0,C
170080700,42000,1999,3,1973.0,894.0,C
170080700,124900,2004,3,1973.0,894.0,C
170080800,113000,2004,3,1973.0,920.0,C
170080800,63950,1983,3,1973.0,920.0,C
170080800,128000,2004,3,1973.0,920.0,C
170080900,60000,2001,3,1973.0,854.0,C
170080900,97500,2004,3,1973.0,854.0,C
170080900,63950,1983,3,1973.0,854.0,C
170091100,515000,2016,3,1955.0,1090.0,B
170091100,32400,1977,3,1955.0,1090.0,B
170091100,515000,2016,5,2018.0,5900.0,A++
170091100,32400,1977,5,2018.0,5900.0,A++
17A003000,205000,2015,8,2016.0,3234.0,C++
17A003000,145000,2009,8,2016.0,3234.0,C++
17A004000,145000,2009,8,2016.0,3234.0,C++
17A004000,205000,2015,8,2016.0,3234.0,C++
17A006000,400000,2009,6,2009.0,4032.0,C
17A006000,199900,2002,6,2009.0,4032.0,C
17A014000,84000,1995,4,1955.0,1057.0,C
17A014000,775000,2010,4,1955.0,1057.0,C
17A015000,107000,1988,8,1980.0,2464.0,C
17A015000,245000,2010,8,1980.0,2464.0,C
17A015100,405000,2022,6,1980.0,2444.0,C
17A015100,92500,1980,6,1980.0,2444.0,C
17A015100,108300,1987,6,1980.0,2444.0,C
17A015100,242000,2017,6,1980.0,2444.0,C
17A018000,1200,1992,10,2013.0,4032.0,C
17A018000,135061,2009,10,2013.0,4032.0,C
17A018000,51500,1997,10,2013.0,4032.0,C
17A018000,95000,2010,10,2013.0,4032.0,C
17A018000,1200,1992,10,2013.0,4032.0,C
17A018000,135061,2009,10,2013.0,4032.0,C
17A018000,51500,1997,10,2013.0,4032.0,C
17A018000,95000,2010,10,2013.0,4032.0,C
17A019000,257000,2005,4,1972.0,2132.0,C
17A019000,478750,1999,4,1972.0,2132.0,C
17A019000,640000,2019,4,1972.0,2132.0,C
17A019000,212036,2004,4,1972.0,2132.0,C
17A019000,33500,1972,4,1972.0,2132.0,C
17A019A00,212036,2004,4,1972.0,2132.0,C
17A019A00,33500,1972,4,1972.0,2132.0,C
17A019A00,257000,2005,4,1972.0,2132.0,C
17A019A00,478750,1999,4,1972.0,2132.0,C
17A019A00,640000,2019,4,1972.0,2132.0,C
17A020000,315000,2018,4,1972.0,2184.0,C -
17A020000,485000,2024,4,1972.0,2184.0,C -
17A020000,212036,2004,4,1972.0,2184.0,C -
17A020000,399000,2021,4,1972.0,2184.0,C -
17A020000,478750,1999,4,1972.0,2184.0,C -
17A020000,33500,1972,4,1972.0,2184.0,C -
17A020000,250000,2005,4,1972.0,2184.0,C -
17A020000,297500,2007,4,1972.0,2184.0,C -
17A022000,52500,1997,2,1953.0,720.0,C -
17A022000,85000,2001,2,1953.0,720.0,C -
17A022000,192500,2018,2,1953.0,720.0,C -
17A022000,62000,1999,2,1953.0,720.0,C -
17A023000,70000,1997,3,1953.0,1025.0,C
17A023000,32750,1977,3,1953.0,1025.0,C
17A025000,95000,2010,10,2013.0,3968.0,C
17A025000,51500,1997,10,2013.0,3968.0,C
17A025000,135061,2009,10,2013.0,3968.0,C
17A025000,63900,1981,10,2013.0,3968.0,C
17A029000,52500,1977,4,1978.0,2184.0,C
17A029000,670000,2014,4,1978.0,2184.0,C
17A030000,670000,2014,6,1950.0,1733.0,C
17A030000,52500,1977,6,1950.0,1733.0,C
17A031000,52500,1977,4,1978.0,2184.0,C
17A031000,670000,2014,4,1978.0,2184.0,C
17A033000,320000,2019,1,1950.0,391.0,D
17A033000,348000,2022,1,1950.0,391.0,D
17A033001,798000,2022,8,2021.0,3584.0,C -
17A034000,73450,1999,2,1956.0,825.0,C
17A034000,9500,1968,2,1956.0,825.0,C
17A034000,42000,1985,2,1956.0,825.0,C
17A035000,7800,1957,3,1958.0,1065.0,C
17A037100,104000,1987,3,1980.0,1200.0,C -
17A037100,110000,1985,3,1980.0,1200.0,C -
17A037100,280000,2023,3,1980.0,1200.0,C -
17A037200,110000,1985,3,1980.0,1200.0,C -
17A037200,276000,2023,3,1980.0,1200.0,C -
17A037200,104000,1987,3,1980.0,1200.0,C -
17A038000,7000,1964,3,1950.0,1064.0,C
17A038000,160000,2003,3,1950.0,1064.0,C
17A047000,382000,2023,3,1959.0,925.0,C
17A047000,72000,1998,3,1959.0,925.0,C
17A047000,52000,1983,3,1959.0,925.0,C
17A047000,340000,2021,3,1959.0,925.0,C
17A047000,53000,1985,3,1959.0,925.0,C
17A047000,185000,2015,3,1959.0,925.0,C
17A048000,327850,2019,8,1991.0,2432.0,C -
17A048000,272000,2005,8,1991.0,2432.0,C -
17A048000,195000,1994,8,1991.0,2432.0,C -
17A049000,367500,1991,8,1991.0,2432.0,C -
17A049000,202000,1998,8,1991.0,2432.0,C -
17A049000,252000,2002,8,1991.0,2432.0,C -
17A049100,420000,2019,8,1991.0,2432.0,C -
17A049100,250000,2016,8,1991.0,2432.0,C -
17A049100,202000,1998,8,1991.0,2432.0,C -
17A049100,268000,2004,8,1991.0,2432.0,C -
17A049100,420000,2018,8,1991.0,2432.0,C -
17A049100,177715,2015,8,1991.0,2432.0,C -
17A049100,367500,1991,8,1991.0,2432.0,C -
17A049100,314500,2006,8,1991.0,2432.0,C -
17A050000,355000,2022,4,1965.0,1664.0,C -
17A050000,200000,2015,4,1965.0,1664.0,C -
17A051000,200000,2015,5,1965.0,1831.0,C -
17A051000,375000,2022,5,1965.0,1831.0,C -
17A053100,195000,2002,5,1989.0,1404.0,C -
17A053100,115000,1995,5,1989.0,1404.0,C -
17A053100,40000,1988,5,1989.0,1404.0,C -
17A053100,143900,2000,5,1989.0,1404.0,C -
17A053100,375000,2021,5,1989.0,1404.0,C -
17A053200,116898,1995,5,1989.0,1404.0,C +
17A053200,40000,1988,5,1989.0,1404.0,C +
17A054100,131400,1996,5,1991.0,1404.0,C +
17A054200,131400,1996,5,1991.0,1404.0,C +
17A054300,131400,1996,5,1990.0,1404.0,C +
17A054400,131400,1996,5,1990.0,1404.0,C +
17A054500,131400,1996,5,1990.0,1404.0,C +
180002100,300000,2002,4,1969.0,1575.0,C
180002100,9000,1966,4,1969.0,1575.0,C
180002200,9000,1966,4,1967.0,1575.0,C +
180002200,300000,2002,4,1967.0,1575.0,C +
180003000,10500,1957,2,1953.0,840.0,C
180003000,210000,2017,2,1953.0,840.0,C
180003100,66000,1988,2,1953.0,1059.0,C +
180003100,269500,2020,2,1953.0,1059.0,C +
180003100,365000,2021,2,1953.0,1059.0,C +
180004000,260000,2018,3,1953.0,1350.0,C -
180004000,200000,2004,3,1953.0,1350.0,C -
180004000,230000,2006,3,1953.0,1350.0,C -
180004000,175000,2013,3,1953.0,1350.0,C -
180004000,72000,1988,3,1953.0,1350.0,C -
180004000,93000,1992,3,1953.0,1350.0,C -
180004000,219600,2017,3,1953.0,1350.0,C -
180005100,160792,2003,4,1956.0,1684.0,C
180005100,39500,1977,4,1956.0,1684.0,C
180005200,78000,1980,6,1969.0,2790.0,C +
180005200,240000,2003,6,1969.0,2790.0,C +
180005200,115000,1996,6,1969.0,2790.0,C +
180005200,310000,2007,6,1969.0,2790.0,C +
180005300,2700,1962,3,1962.0,1134.0,C -
180005300,280000,2021,3,1962.0,1134.0,C -
180005400,420000,2023,4,1963.0,1040.0,C
180005400,195000,2015,4,1963.0,1040.0,C
180005400,230000,2005,4,1963.0,1040.0,C
180005400,122500,2001,4,1963.0,1040.0,C
180005400,2500,1962,4,1963.0,1040.0,C
180005400,230000,2005,4,1963.0,1040.0,C
180007000,187900,2004,3,1963.0,1092.0,C +
180007000,114200,2002,3,1963.0,1092.0,C +
180007000,216000,2009,3,1963.0,1092.0,C +
180015000,233000,2014,3,1962.0,1036.0,C +
180015000,255000,2007,3,1962.0,1036.0,C +
180015000,86400,1998,3,1962.0,1036.0,C +
180015000,31500,1975,3,1962.0,1036.0,C +
180015000,267750,2017,3,1962.0,1036.0,C +
180015100,230000,2016,4,1961.0,1031.0,C +
180015100,15000,1998,4,1961.0,1031.0,C +
180015100,30000,1997,4,1961.0,1031.0,C +
180015101,70000,1987,4,1961.0,999.0,C
180015101,240000,2006,4,1961.0,999.0,C
180015101,140000,2003,4,1961.0,999.0,C
180015110,20400,1966,5,1962.0,1075.0,C
180015110,110500,1999,5,1962.0,1075.0,C
180015120,111000,1993,4,1967.0,1575.0,C
180015120,87000,1989,4,1967.0,1575.0,C
180015130,115000,2001,6,1967.0,1575.0,C
180015130,17000,1967,6,1967.0,1575.0,C
180015130,367500,2018,6,1967.0,1575.0,C
180015140,245000,2005,3,1961.0,1008.0,C
180015140,240000,2015,3,1961.0,1008.0,C
180015140,16500,1968,3,1961.0,1008.0,C
180015140,16000,1966,3,1961.0,1008.0,C
180015150,110000,1998,4,1961.0,1040.0,C
180015150,147500,2003,4,1961.0,1040.0,C
180015150,80000,1988,4,1961.0,1040.0,C
180015150,70000,1985,4,1961.0,1040.0,C
180015150,103700,1998,4,1961.0,1040.0,C
180015160,98300,1995,3,1962.0,1052.0,C +
180015160,125400,2000,3,1962.0,1052.0,C +
180015170,108000,1998,6,1964.0,1088.0,C++
180015170,108000,1994,6,1964.0,1088.0,C++
180015170,198275,2003,6,1964.0,1088.0,C++
